gisaid_epi_isl,date,segment,originating_lab,submitting_lab,authors,url,date_submitted
EPI_ISL_417405,2020-03-11,genome,Centre for Infectious Diseases and Microbiology Public Health,NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney,Gall et al,https://www.gisaid.org,2020-03-25
EPI_ISL_417408,2020-03-17,genome,Centre for Infectious Diseases and Microbiology Public Health,NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney,Carter et al,https://www.gisaid.org,2020-03-25
EPI_ISL_417409,2020-03-16,genome,Centre for Infectious Diseases and Microbiology Public Health,NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney,Rahman et al,https://www.gisaid.org,2020-03-25
EPI_ISL_427662,2020-03-17,genome,Centre for Infectious Diseases and Microbiology Public Health,NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney,Lam et al,https://www.gisaid.org,2020-04-19
EPI_ISL_427663,2020-03-17,genome,Centre for Infectious Diseases and Microbiology Public Health,NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney,Timms et al,https://www.gisaid.org,2020-04-19
EPI_ISL_417412,2020-03-17,genome,Centre for Infectious Diseases and Microbiology Public Health,NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney,Sintchenko et al,https://www.gisaid.org,2020-03-25
EPI_ISL_427664,2020-03-17,genome,Centre for Infectious Diseases and Microbiology Public Health,NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney,Timms et al,https://www.gisaid.org,2020-04-19
EPI_ISL_427773,2020-03-25,genome,Centre for Infectious Diseases and Microbiology Public Health,NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney,Lam et al,https://www.gisaid.org,2020-04-19
EPI_ISL_427645,2020-03-05,genome,Centre for Infectious Diseases and Microbiology Public Health,NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney,Gray et al,https://www.gisaid.org,2020-04-19
EPI_ISL_427646,2020-03-04,genome,Centre for Infectious Diseases and Microbiology Public Health,NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney,Timms et al,https://www.gisaid.org,2020-04-19
EPI_ISL_427733,2020-03-17,genome,Centre for Infectious Diseases and Microbiology Public Health,NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney,Gall et al,https://www.gisaid.org,2020-04-19
EPI_ISL_427751,2020-03-25,genome,Centre for Infectious Diseases and Microbiology Public Health,NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney,Arnott et al,https://www.gisaid.org,2020-04-19
EPI_ISL_427705,2020-03-20,genome,Centre for Infectious Diseases and Microbiology Public Health,NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney,Sadsad et al,https://www.gisaid.org,2020-04-19
EPI_ISL_427744,2020-03-21,genome,Centre for Infectious Diseases and Microbiology Public Health,NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney,Bachmann et al,https://www.gisaid.org,2020-04-19
EPI_ISL_427729,2020-03-17,genome,Centre for Infectious Diseases and Microbiology Public Health,NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney,Gall et al,https://www.gisaid.org,2020-04-19
EPI_ISL_427770,2020-03-23,genome,Centre for Infectious Diseases and Microbiology Public Health,NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney,Arnott et al,https://www.gisaid.org,2020-04-19
EPI_ISL_427720,2020-03-18,genome,Centre for Infectious Diseases and Microbiology Public Health,NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney,Sim et al,https://www.gisaid.org,2020-04-19
EPI_ISL_427723,2020-03-19,genome,Centre for Infectious Diseases and Microbiology Public Health,NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney,Lam et al,https://www.gisaid.org,2020-04-19
EPI_ISL_427718,2020-03-16,genome,"ACT Pathology, The Canberra Hospital",NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney,Gray et al,https://www.gisaid.org,2020-04-19
EPI_ISL_427725,2020-03-19,genome,Centre for Infectious Diseases and Microbiology Public Health,NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney,Timms et al,https://www.gisaid.org,2020-04-19
EPI_ISL_427702,2020-03-16,genome,Centre for Infectious Diseases and Microbiology Public Health,NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney,Arnott et al,https://www.gisaid.org,2020-04-19
EPI_ISL_427680,2020-03-22,genome,Centre for Infectious Diseases and Microbiology Public Health,NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney,Draper et al,https://www.gisaid.org,2020-04-19
EPI_ISL_427712,2020-03-20,genome,Centre for Infectious Diseases and Microbiology Public Health,NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney,Sim et al,https://www.gisaid.org,2020-04-19
EPI_ISL_427716,2020-03-22,genome,Centre for Infectious Diseases and Microbiology Public Health,NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney,Lam et al,https://www.gisaid.org,2020-04-19
EPI_ISL_427672,2020-03-23,genome,Centre for Infectious Diseases and Microbiology Public Health,NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney,Gray et al,https://www.gisaid.org,2020-04-19
EPI_ISL_421636,2020-03-26,genome,Pathology North,Public Health Virology Laboratory,Huang et al,https://www.gisaid.org,2020-04-09
EPI_ISL_419831,2020-02-21,genome,Royal Darwin Hospital,"Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute",Meumann et al,https://www.gisaid.org,2020-04-03
EPI_ISL_419832,2020-02-21,genome,Royal Darwin Hospital,"Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute",Meumann et al,https://www.gisaid.org,2020-04-03
EPI_ISL_419833,2020-02-22,genome,Royal Darwin Hospital,"Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute",Meumann et al,https://www.gisaid.org,2020-04-03
EPI_ISL_419835,2020-02-24,genome,Royal Darwin Hospital,"Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute",Meumann et al,https://www.gisaid.org,2020-04-03
EPI_ISL_426633,2020-03-19,genome,Royal Darwin Hospital Pathology,"Microbiological Diagnostic Unit Public Health Laboratory and Victorian Infectious Diseases Reference Laboratory, Doherty Institute",Meumann et al,https://www.gisaid.org,2020-04-17
EPI_ISL_426634,2020-03-20,genome,Royal Darwin Hospital Pathology,"Microbiological Diagnostic Unit Public Health Laboratory and Victorian Infectious Diseases Reference Laboratory, Doherty Institute",Meumann et al,https://www.gisaid.org,2020-04-17
EPI_ISL_426898,2020-03-26,genome,Royal Darwin Hospital Pathology,"Microbiological Diagnostic Unit Public Health Laboratory and Victorian Infectious Diseases Reference Laboratory, Doherty Institute",Meumann et al,https://www.gisaid.org,2020-04-17
EPI_ISL_426899,2020-03-27,genome,Royal Darwin Hospital Pathology,"Microbiological Diagnostic Unit Public Health Laboratory and Victorian Infectious Diseases Reference Laboratory, Doherty Institute",Meumann et al,https://www.gisaid.org,2020-04-17
EPI_ISL_426900,2020-03-25,genome,Royal Darwin Hospital Pathology,"Microbiological Diagnostic Unit Public Health Laboratory and Victorian Infectious Diseases Reference Laboratory, Doherty Institute",Meumann et al,https://www.gisaid.org,2020-04-17
EPI_ISL_426901,2020-03-25,genome,Royal Darwin Hospital Pathology,"Microbiological Diagnostic Unit Public Health Laboratory and Victorian Infectious Diseases Reference Laboratory, Doherty Institute",Meumann et al,https://www.gisaid.org,2020-04-17
EPI_ISL_426902,2020-03-26,genome,Royal Darwin Hospital Pathology,"Microbiological Diagnostic Unit Public Health Laboratory and Victorian Infectious Diseases Reference Laboratory, Doherty Institute",Meumann et al,https://www.gisaid.org,2020-04-17
EPI_ISL_426903,2020-03-24,genome,Royal Darwin Hospital Pathology,"Microbiological Diagnostic Unit Public Health Laboratory and Victorian Infectious Diseases Reference Laboratory, Doherty Institute",Meumann et al,https://www.gisaid.org,2020-04-17
EPI_ISL_426904,2020-03-24,genome,Royal Darwin Hospital Pathology,"Microbiological Diagnostic Unit Public Health Laboratory and Victorian Infectious Diseases Reference Laboratory, Doherty Institute",Meumann et al,https://www.gisaid.org,2020-04-17
EPI_ISL_426635,2020-03-23,genome,Royal Darwin Hospital Pathology,"Microbiological Diagnostic Unit Public Health Laboratory and Victorian Infectious Diseases Reference Laboratory, Doherty Institute",Meumann et al,https://www.gisaid.org,2020-04-17
EPI_ISL_426636,2020-03-25,genome,Royal Darwin Hospital Pathology,"Microbiological Diagnostic Unit Public Health Laboratory and Victorian Infectious Diseases Reference Laboratory, Doherty Institute",Meumann et al,https://www.gisaid.org,2020-04-17
EPI_ISL_407894,2020-01-28,genome,Pathology Queensland,Public Health Virology Laboratory,Huang et al,https://www.gisaid.org,2020-02-06
EPI_ISL_407896,2020-01-30,genome,Pathology Queensland,Public Health Virology Laboratory,Huang et al,https://www.gisaid.org,2020-02-06
EPI_ISL_410717,2020-02-05,genome,Pathology Queensland,Public Health Virology Laboratory,Huang et al,https://www.gisaid.org,2020-02-18
EPI_ISL_410718,2020-02-05,genome,Pathology Queensland,Public Health Virology Laboratory,Huang et al,https://www.gisaid.org,2020-02-18
EPI_ISL_414414,2020-02-29,genome,Pathology Queensland,Public Health Virology Laboratory,Huang et al,https://www.gisaid.org,2020-03-12
EPI_ISL_417031,2020-03-11,genome,Pathology Queensland,Public Health Virology Laboratory,Huang et al,https://www.gisaid.org,2020-03-24
EPI_ISL_417032,2020-03-11,genome,Rockhampton Base Hospital,Public Health Virology Laboratory,Huang et al,https://www.gisaid.org,2020-03-24
EPI_ISL_417033,2020-03-11,genome,Sullivan Nicolaides Pathology,Public Health Virology Laboratory,Huang et al,https://www.gisaid.org,2020-03-24
EPI_ISL_418799,2020-02-28,genome,Mater Pathology,Public Health Virology Laboratory,Huang et al,https://www.gisaid.org,2020-03-31
EPI_ISL_418801,2020-03-14,genome,Mater Pathology,Public Health Virology Laboratory,Huang et al,https://www.gisaid.org,2020-03-31
EPI_ISL_418802,2020-03-18,genome,Pathology Queensland,Public Health Virology Laboratory,Huang et al,https://www.gisaid.org,2020-03-31
EPI_ISL_418803,2020-03-18,genome,Pathology Queensland,Public Health Virology Laboratory,Huang et al,https://www.gisaid.org,2020-03-31
EPI_ISL_418804,2020-03-18,genome,Pathology Queensland,Public Health Virology Laboratory,Huang et al,https://www.gisaid.org,2020-03-31
EPI_ISL_418807,2020-03-19,genome,Pathology Queensland,Public Health Virology Laboratory,Huang et al,https://www.gisaid.org,2020-03-31
EPI_ISL_418808,2020-03-19,genome,Pathology Queensland,Public Health Virology Laboratory,Huang et al,https://www.gisaid.org,2020-03-31
EPI_ISL_420878,2020-03-24,genome,Mater Pathology,Public Health Virology Laboratory,Huang et al,https://www.gisaid.org,2020-04-07
EPI_ISL_420879,2020-03-25,genome,Mater Pathology,Public Health Virology Laboratory,Huang et al,https://www.gisaid.org,2020-04-07
EPI_ISL_436097,2020-03-25,genome,Prince Charles Hospital,"Public Health Virology Laboratory, Forensics and Scientific Services, Queensland Health",Pyke et al,https://www.gisaid.org,2020-05-05
EPI_ISL_436098,2020-03-23,genome,Royal Brisbane and Women's Hospital,"Public Health Virology Laboratory, Forensic and Scientific Services, Queensland Health",Pyke et al,https://www.gisaid.org,2020-05-06
EPI_ISL_444611,2020-03-22,genome,Pathology Queensland,Public Health Virology Laboratory,Huang et al,https://www.gisaid.org,2020-05-14
EPI_ISL_444612,2020-03-23,genome,QML Pathology,Public Health Virology Laboratory,Huang et al,https://www.gisaid.org,2020-05-14
EPI_ISL_444793,2020-03-24,genome,Pathology Queensland,Public Health Virology Laboratory,Huang et al,https://www.gisaid.org,2020-05-14
EPI_ISL_444794,2020-03-26,genome,Cairns Hospital,Public Health Virology Laboratory,Huang et al,https://www.gisaid.org,2020-05-14
EPI_ISL_420855,2020-03-23,genome,Geelong Centre for Emerging Infectious Diseases,Geelong Centre for Emerging Infectious Diseases,Chamings et al,https://www.gisaid.org,2020-04-07
EPI_ISL_420877,2020-03-28,genome,Geelong Centre for Emerging Infectious Diseases,Geelong Centre for Emerging Infectious Diseases,Chamings et al,https://www.gisaid.org,2020-04-07
EPI_ISL_430066,2020-04-08,genome,Geelong Centre for Emerging Infectious Diseases,Geelong Centre for Emerging Infectious Diseases,Chamings et al,https://www.gisaid.org,2020-04-25
EPI_ISL_406844,2020-01-25,genome,Monash Medical Centre,"Collaboration between the University of Melbourne at The Peter Doherty Institute for Infection and Immunity, and the Victorian Infectious Disease Reference Laboratory",Caly et al,https://www.gisaid.org,2020-01-31
EPI_ISL_416410,2020-01-24,genome,Victorian Infectious Diseases Reference Laboratory (VIDRL),"Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute",Caly et al,https://www.gisaid.org,2020-03-20
EPI_ISL_416411,2020-01-25,genome,Victorian Infectious Diseases Reference Laboratory (VIDRL),"Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute",Caly et al,https://www.gisaid.org,2020-03-20
EPI_ISL_416415,2020-02-08,genome,Victorian Infectious Diseases Reference Laboratory (VIDRL),"Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute",Caly et al,https://www.gisaid.org,2020-03-20
